Unnamed: 0,userName,text,tweetcreatedts,tweet_clean,tweet_english
279,Arya Tanjung,"Aplikasi kok gak bisa,, padahal saya mau lapor atas kinerja kelurahan diwilayah saya, pelayanan nya tak sebaik karyawan bank,pelayanan disini buruk tidak ramah jutek,, kalau perlu dipasang cctv dalam kelurahan agar pelapor punya bukti sifat pelayanan karyawan kelurahan yang buruk dan jutek.. Padahal digaji tapi ada yang perlu males kerja,,",27/12/2021 02:31,"Aplikasi kok gak bisa,, padahal saya mau lapor atas kinerja kelurahan diwilayah saya, pelayanan nya tak sebaik karyawan bank,pelayanan disini buruk tidak ramah jutek,, kalau perlu dipasang cctv dalam kelurahan agar pelapor punya bukti sifat pelayanan karyawan kelurahan yang buruk dan jutek.. Padahal digaji tapi ada yang perlu males kerja,,","The application can't, even though I want to report on the performance of the village in my area, the service is not as good as bank employees, the service here is bad, not friendly, if necessary, CCTV is installed in the village so that the reporter has evidence of the nature of the services of a poor and jutek kelurahan employee.."
280,Sobirin Dirin,Ga bisa masuk,25/12/2021 06:34,Ga bisa masuk,Can't enter
281,Bapang,"Aplikasi ini sering mengarsipkan Laporan tanpa tindak lanjut,, apa lagi yang di laporkan mengenai kepolisian, apakah admin lapor kepolisian ?",24/12/2021 07:34,"Aplikasi ini sering mengarsipkan Laporan tanpa tindak lanjut,, apa lagi yang di laporkan mengenai kepolisian, apakah admin lapor kepolisian ?","This application often archives reports without follow -up ,, what else is reported about the police, is the admin reporting the police?"
282,Yakasih Robin,Terima kasih aplikasi ini sangat membantu kami masyarakat dalam menyampaikan persoalan yg terjadi di tengah masyarakat,23/12/2021 01:41,Terima kasih aplikasi ini sangat membantu kami masyarakat dalam menyampaikan persoalan yg terjadi di tengah masyarakat,Thank you this application really helps us the community in conveying the problems that occur in the community
283,Do'a Ibu Collection,"Aplikasi ini di buat hanya sekadar formalitas. Tidak ada aksi nyata atas laporan yang di buat. Saya sudah laporkan keluhan, akan tetapi sudah 3 minggu laporan saya tidak di proses.",22/12/2021 07:15,"Aplikasi ini di buat hanya sekadar formalitas. Tidak ada aksi nyata atas laporan yang di buat. Saya sudah laporkan keluhan, akan tetapi sudah minggu laporan saya tidak di proses.","This application is made just a formality.There is no real action on the report made.I have reported complaints, but my report is not processed."
284,Le_Toys,"Sudah coba melaporkan masalah ketertiban umum, laporan saya baru di respon oleh team SP4N LAPOR saja namun belum ada penanganan penertiban di daerah masalah yang dilaporkan. Saya tunggu tindakan penertibannya. Jika sudah tertib. Aplikasi ini patut diberi bintang 5. Trims!",22/12/2021 05:59,"Sudah coba melaporkan masalah ketertiban umum, laporan saya baru di respon oleh team SP4N LAPOR saja namun belum ada penanganan penertiban di daerah masalah yang dilaporkan. Saya tunggu tindakan penertibannya. Jika sudah tertib. Aplikasi ini patut diberi bintang . Trims!","I tried to report the issue of public order, my report was only responded by the SP4N team reporting, but there was no handling of control in the area reported.I am waiting for the action of the control.If it is orderly.This application should be given a star.Thanks!"
285,Ian Dwi Heruyanto,sistem dan aplikasinya jelek sekali. Masalah blum trselesaikan eh laporan udah ditutup. Diperparah dgn aplikasi yg ga mendukung. haduh,20/12/2021 07:52,sistem dan aplikasinya jelek sekali. Masalah blum trselesaikan eh laporan udah ditutup. Diperparah dgn aplikasi yg ga mendukung. haduh,The system and application are very bad.The problem has not been resolved by the report has been closed.Exacerbated by applications that do not support.Haduh
286,Varrent,"Buruk banget, gaada penyelesaian dari masalahnya, malah ditutup by sistem",18/12/2021 13:17,"Buruk banget, gaada penyelesaian dari masalahnya, malah ditutup by sistem","Very bad, there is no solution from the problem, instead it is closed by the system"
287,Real World,Lapor doang tidak ada penanganan. Pret,16/12/2021 23:22,Lapor doang tidak ada penanganan. Pret,Report there is no treatment.Pret
288,King Cyber,Mudahan bisa jadi media penyampaian Keluhan......,15/12/2021 18:47,Mudahan bisa jadi media penyampaian Keluhan......,I hope it can be a medium for submitting complaints ......
289,ahmad rifai aziz,Ga bisa daftar. Waktu memasukkan pembuatan kata sandi ga bisa. Ga guna.,15/12/2021 05:35,Ga bisa daftar. Waktu memasukkan pembuatan kata sandi ga bisa. Ga guna.,Can't register.When entering the making of the password can't.Useless.
290,syah putra,Agar dipersiapkan sebelum memberikan pelayanan,14/12/2021 15:53,Agar dipersiapkan sebelum memberikan pelayanan,To be prepared before providing services
291,yudi bondel,Tempatnya Rakyat Kecil mengaduh ??????,14/12/2021 02:51,Tempatnya Rakyat Kecil mengaduh ??????,Where is the little people groaning ??????
292,matadetik,"Saat pendaftaran pertama saja laporan saya ditanggapi, belakangan saat login malah disuruh daftar lagi ? Itung - itung lapor aja di portal berita terbuka??",11/12/2021 09:39,"Saat pendaftaran pertama saja laporan saya ditanggapi, belakangan saat login malah disuruh daftar lagi ? Itung - itung lapor aja di portal berita terbuka??","During the first registration, my report was responded to, later when logging in, I was told to register again?That is just reporting it in the open news portal ??"
293,Raihhan Raihhan,Mohon laporan kami jangan di persulit..kami rakyat kecil butuh kepastian??,11/12/2021 02:09,Mohon laporan kami jangan di persulit..kami rakyat kecil butuh kepastian??,"Please report, don't be difficult ... we need certainty ??"
294,Tiva Oktaviani,"Aplikasi jelek, lambat prosesnya",10/12/2021 09:08,"Aplikasi jelek, lambat prosesnya","Bad application, slow process"
295,Muhammad Nasrullah,"Mohon maaf untuk aplikasinya kurang berkualitas, sering internal server.. ??",07/12/2021 02:55,"Mohon maaf untuk aplikasinya kurang berkualitas, sering internal server.. ??","Sorry for the application is less quality, often internal server .. ??"
296,Mas Yanto,Aku kasih rating maksimal karena applikasi ini banyak membantu.,04/12/2021 08:19,Aku kasih rating maksimal karena applikasi ini banyak membantu.,I give a maximum rating because this application helps a lot.
297,Rafi Ramdani,"gini nih apk pemerintah pelayanan masyarakat asal asalan, apk tidak berguna sekali.",03/12/2021 03:39,"gini nih apk pemerintah pelayanan masyarakat asal asalan, apk tidak berguna sekali.","This is the government APK of the community service from the random, APK is not very useful."
298,Oskar Burhan,Memohon meminta keadilan,03/12/2021 03:10,Memohon meminta keadilan,Asking for justice
299,poer channel,Jelek internal server eror. Harusnya gak pake bintang . Karna ini mau komentar harus klik bintang ..,02/12/2021 13:42,Jelek internal server eror. Harusnya gak pake bintang . Karna ini mau komentar harus klik bintang ..,Ugly internal server error.You shouldn't use stars.Because this wants a comment to click on the star ..
300,Farhatus Saniyah,Percuma melapor tapi gak ada tindakan,01/12/2021 13:31,Percuma melapor tapi gak ada tindakan,It's useless to report but there is no action
301,Alfredo Arif gaulan,Saya tidak dapat mengunggah foto dokumen pendukung,01/12/2021 02:05,Saya tidak dapat mengunggah foto dokumen pendukung,I can't upload photos of supporting documents
302,A4_Muh Firdaus Arrifqi_2016,"Buruk banget, sering internal server error, baru laporan dan belum selesai tiba tiba keluar sendiri, ini memang ingin membuat aplikasi yang menampung aspirasi rakyat atau cuma formalitas saja",30/11/2021 21:22,"Buruk banget, sering internal server error, baru laporan dan belum selesai tiba tiba keluar sendiri, ini memang ingin membuat aplikasi yang menampung aspirasi rakyat atau cuma formalitas saja","Very bad, often internal server error, just reports and not finished suddenly out alone, this really wants to make an application that accommodates the aspirations of the people or just formality"
303,iin sasmita sari,Mantap... Tp terkadang ditutup sendiri oleh sistem,24/11/2021 13:45,Mantap... Tp terkadang ditutup sendiri oleh sistem,Great ... but sometimes closed by the system itself
304,Sena Sonjaya Akbar,"Aplikasinya Tidak bisa diverifikasi, saya melaporkan 1 laporan, kok muncul 8 laporan Aplikasinya eror",23/11/2021 10:45,"Aplikasinya Tidak bisa diverifikasi, saya melaporkan laporan, kok muncul laporan Aplikasinya eror","The application cannot be verified, I report the report, how come the application report appears"
305,BUNG AL SNY,Aplikasi apaan data harus masuk terusbtidak tersimpan otomatis setiap kali mau lapor harus isi form lagi dan lagi dan akun lama berganti dengan sendirinya. PAYAH,23/11/2021 04:26,Aplikasi apaan data harus masuk terusbtidak tersimpan otomatis setiap kali mau lapor harus isi form lagi dan lagi dan akun lama berganti dengan sendirinya. PAYAH,The application whether the data must be included in the constantly not stored automatically every time you want to report must fill in the form again and again and the old account changes by itself.Bad
306,Mohammad Royhan,"Sudah coba melaporkan ternyata tidak ditindaklanjuti, hanya dikasih pdf peraturan terkait ini sudah sesuai padahal di kenyataan di lapangan sebaliknya.",22/11/2021 08:26,"Sudah coba melaporkan ternyata tidak ditindaklanjuti, hanya dikasih pdf peraturan terkait ini sudah sesuai padahal di kenyataan di lapangan sebaliknya.","Already trying to report it turns out that it was not followed up, only given PDF related regulations was appropriate even though in the reality on the ground on the contrary."
307,M Virzian Hasbi,Sengaja dibikin error ya?,22/11/2021 05:38,Sengaja dibikin error ya?,Deliberately made an error huh?
308,WNBFF WNBFF,busuk,21/11/2021 08:53,busuk,rotten
309,Eddy Suparman,"ada respons yg cepat, tapi ada juga tidak ada respon dari instansi yg terkait.",20/11/2021 07:11,"ada respons yg cepat, tapi ada juga tidak ada respon dari instansi yg terkait.","There is a fast response, but there is also no response from related agencies."
310,Leha Leha Man,info sudah di tangani..tp fakta dilapangan belom..HADEH,19/11/2021 08:11,info sudah di tangani..tp fakta dilapangan belom..HADEH,the info has been handled..tp facts in the field have not yet
311,lois emba,Aplikasi tidak jelas,17/11/2021 13:52,Aplikasi tidak jelas,The application is unclear
312,Tarpuji Mizzi,Sangat baik,16/11/2021 02:38,Sangat baik,Very good
313,Shinta Indrawaty,Saat mo dikirm kok tertera internal server error.. niat gak sih aplikasi ini,15/11/2021 22:46,Saat mo dikirm kok tertera internal server error.. niat gak sih aplikasi ini,"When I was sent, how come the internal server error is listed ... the intention is not this application"
314,Alfareza Firdaus,"Ketika ingin unggah laporan, muncul internal server eror. Tolong dibenahi jika serius untuk membenahi pelayana publik di Indonesia",15/11/2021 01:25,"Ketika ingin unggah laporan, muncul internal server eror. Tolong dibenahi jika serius untuk membenahi pelayana publik di Indonesia","When you want to upload the report, an internal server error appears.Please add up if you are serious about fixing public servants in Indonesia"
315,Hasan Jaenudin,Percuma Juga Kalau Kita Buat Laporan Kalau tumpul Ke atas keras Ke Bawah,14/11/2021 06:09,Percuma Juga Kalau Kita Buat Laporan Kalau tumpul Ke atas keras Ke Bawah,It's also useless if we make a report if it blunt up hard downward
316,arsat acca,"Kenapa klau mau lapor, selalu ada notifikasi server internal error??",14/11/2021 00:34,"Kenapa klau mau lapor, selalu ada notifikasi server internal error??","Why if you want to report, there is always an Internal Error Server notification ??"
317,Siva Muslimin,Semoga bisa bantu,10/11/2021 01:36,Semoga bisa bantu,Hope you can help
318,Andi Ankbb,Kurang flexible aplikasinya.,08/11/2021 02:11,Kurang flexible aplikasinya.,Less flexible application.
319,Nomor Satoe,smentara 3 dlo yah.... s'andainya dgn adanya aplikasi inih tanggapannya sesuai dgn yg d'harapkan... bintangnya d'tambah deh... ????,06/11/2021 09:31,smentara dlo yah.... s'andainya dgn adanya aplikasi inih tanggapannya sesuai dgn yg d'harapkan... bintangnya d'tambah deh... ????,While Dlo ... S'Indunya with the existence of this application the response is in accordance with what is expected ... the star is added ... ????
320,dsunzilla,"hanya menanggapi laporan yg terverifikasi. padahal udah coba beberapa kali mau verifikasi sampe bikin akun baru, masih aja ga bisa verifikasi.",06/11/2021 08:44,"hanya menanggapi laporan yg terverifikasi. padahal udah coba beberapa kali mau verifikasi sampe bikin akun baru, masih aja ga bisa verifikasi.","Only respond to verified reports.Even though I have tried several times to verify until you make a new account, I still can't verify."
321,mikha manroe,apa cuma gw ya isi data sambil memaki dalam hati karna gak bisa daftar? apa sebenarnya tujuan aplikasi ini dibuat cuma untuk prank..?,04/11/2021 15:51,apa cuma gw ya isi data sambil memaki dalam hati karna gak bisa daftar? apa sebenarnya tujuan aplikasi ini dibuat cuma untuk prank..?,Is it only I fill in the data while cursing in my heart because I can't register?What exactly is the purpose of this application made only for prank ..?
322,Ade Sunarya,"Disuruh upload dokumen ,pas mau upload nya muncul pesan "" internal server error""",03/11/2021 15:46,"Disuruh upload dokumen ,pas mau upload nya muncul pesan "" internal server error""","Told to upload the document, when I want to upload the ""Internal Server Error"" message appears"
323,Arsy Rahman,"Pelayanan buruk sekali kita sebagai rakya t itu kalo ada apa apa langsung cepet langsung di tanggapi jangan kalo ada duit nya doang baru cepet, buat apa ada aplikasi pengaduan kalo bikin pengaduan aja tanggepan nya lama sekali saya bikin laporan dari tanggal 17 Oktober 2021 dan sampai 4 November 2021 belom di respon sama sekali, klo tidak ada covid saya Dateng langsung kekelurahan ataupun itu ini kan lagi covid harus nya segala sesuatu itu harus dipercepat bukan diperlambat!!!!!",03/11/2021 15:36,"Pelayanan buruk sekali kita sebagai rakya t itu kalo ada apa apa langsung cepet langsung di tanggapi jangan kalo ada duit nya doang baru cepet, buat apa ada aplikasi pengaduan kalo bikin pengaduan aja tanggepan nya lama sekali saya bikin laporan dari tanggal Oktober dan sampai November belom di respon sama sekali, klo tidak ada covid saya Dateng langsung kekelurahan ataupun itu ini kan lagi covid harus nya segala sesuatu itu harus dipercepat bukan diperlambat!!!!!","Very bad service we as Rakya T if there is anything directly fast directly responded not to if there is money only just fast, for what is there a complaint application if you make a complaint just the next time I made a report from October and until November not yet inResponse completely, if there is no Covid I come directly to the village or that is again Covid must be everything that must be accelerated not to be slowed !!!!!"
